product_id,product_sku,product_name,brand,category,subcategory,color,size,unit_price,start_date,end_date,is_active
4548,CR-IN-CAM-04548,Croma DSLR U8P7R,Croma,Cameras,DSLR,Silver,XL,159840.51,2024-05-05,2024-06-28,0
6917,CR-IN-WEA-06917,Croma Smartwatch W0FAG,Croma,Wearables,Smartwatch,Silver,OneSize,38406.49,2023-03-13,,1
7888,CR-IN-SMA-07888,Croma Smart Lights ATDON,Croma,Smart Home,Smart Lights,White,S,22749.69,2022-05-02,,1
5493,CR-IN-ACC-05493,Croma Cables K7A2V,Croma,Accessories,Cables,Purple,XS,9323.13,2024-05-08,,1
5985,CR-IN-LAP-05985,Croma Ultrabooks 31E50,Croma,Laptops,Ultrabooks,Red,L,169817.1,2025-07-31,,1
5531,CR-IN-MOB-05531,Croma Smartphones IEPFT,Croma,Mobiles,Smartphones,Black,L,70185.04,2024-07-10,,1
8104,CR-IN-LAP-08104,Croma Ultrabooks GK4L0,Croma,Laptops,Ultrabooks,Blue,S,31873.27,2024-06-07,2024-10-04,0
1214,CR-IN-GAM-01214,Croma Consoles HRDB9,Croma,Gaming,Consoles,Black,S,67520.6,2022-04-19,2024-04-12,0
3432,CR-IN-CAM-03432,Croma DSLR KWW21,Croma,Cameras,DSLR,Purple,M,108388.66,2023-11-17,2024-11-21,0
4745,CR-IN-CAM-04745,Croma DSLR CJ8PB,Croma,Cameras,DSLR,Silver,M,70508.53,2023-02-24,,1
10023,CR-IN-CAM-10023,Croma DSLR UFLBE,Croma,Cameras,DSLR,Green,XL,144771.55,2023-03-19,2024-01-15,0
100,CR-IN-APP-00100,Croma Washers ZO8R1,Croma,Appliances,Washers,Silver,M,130852.55,2022-09-15,,1
1556,CR-IN-CAM-01556,Croma DSLR JFHMB,Croma,Cameras,DSLR,Black,XS,110203.24,2022-12-06,,1
9786,CR-IN-LAP-09786,Croma Ultrabooks 3W1IL,Croma,Laptops,Ultrabooks,Space Grey,S,130669.06,2024-05-22,,1
11860,CR-IN-TEL-11860,Croma LED A8SZ7,Croma,Televisions,LED,Green,S,157056.05,2023-01-14,2024-03-13,0
2368,CR-IN-TEL-02368,Croma LED MJOD6,Croma,Televisions,LED,Gold,XS,160772.57,2023-09-18,,1
7069,CR-IN-SMA-07069,Croma Smart Lights 7QI0H,Croma,Smart Home,Smart Lights,Gold,XS,13321.86,2025-02-27,,1
8980,CR-IN-AUD-08980,Croma Headphones PYXR2,Croma,Audio,Headphones,Space Grey,L,41877.18,2023-11-09,,1
10699,CR-IN-SMA-10699,Croma Smart Lights OFHXB,Croma,Smart Home,Smart Lights,Silver,OneSize,29578.53,2022-05-13,,1
2377,CR-IN-CAM-02377,Croma DSLR UP8RC,Croma,Cameras,DSLR,Silver,OneSize,92250.41,2024-01-22,,1
10782,CR-IN-SMA-10782,Croma Smart Lights ZNLDX,Croma,Smart Home,Smart Lights,Green,S,27303.19,2022-07-05,,1
10483,CR-IN-MOB-10483,Croma Smartphones FDL5T,Croma,Mobiles,Smartphones,Black,OneSize,48764.08,2024-09-01,,1
2636,CR-IN-CAM-02636,Croma DSLR 8MEEP,Croma,Cameras,DSLR,Red,L,203650.82,2022-09-14,,1
7003,CR-IN-TEL-07003,Croma LED QVUAA,Croma,Televisions,LED,Silver,XS,53106.01,2023-06-27,,1
9431,CR-IN-SMA-09431,Croma Smart Lights UQBBY,Croma,Smart Home,Smart Lights,White,OneSize,18076.0,2023-11-15,,1
7610,CR-IN-TEL-07610,Croma LED 5BLG9,Croma,Televisions,LED,Blue,L,101745.25,2023-06-01,,1
5826,CR-IN-AUD-05826,Croma Headphones RHS6I,Croma,Audio,Headphones,White,M,6403.83,2022-07-22,,1
4438,CR-IN-APP-04438,Croma Washers MVJGI,Croma,Appliances,Washers,Green,OneSize,57353.43,2024-11-18,,1
353,CR-IN-LAP-00353,Croma Ultrabooks ICEGV,Croma,Laptops,Ultrabooks,Gold,XS,78024.98,2025-03-04,,1
3987,CR-IN-SMA-03987,Croma Smart Lights 2KTOW,Croma,Smart Home,Smart Lights,White,M,13936.01,2024-11-21,,1
9020,CR-IN-APP-09020,Croma Washers TIMH6,Croma,Appliances,Washers,Gold,S,137015.91,2023-12-15,2023-12-16,0
6906,CR-IN-SMA-06906,Croma Smart Lights 7CUOW,Croma,Smart Home,Smart Lights,Green,OneSize,27525.98,2024-05-02,,1
6112,CR-IN-ACC-06112,Croma Cables A8TD2,Croma,Accessories,Cables,Gold,OneSize,1972.46,2024-04-15,2024-12-18,0
9655,CR-IN-MOB-09655,Croma Smartphones VKJA6,Croma,Mobiles,Smartphones,Space Grey,OneSize,32525.58,2022-07-25,,1
8501,CR-IN-WEA-08501,Croma Smartwatch CIH9R,Croma,Wearables,Smartwatch,Space Grey,M,28925.57,2024-02-27,,1
433,CR-IN-MOB-00433,Croma Smartphones RFKZ3,Croma,Mobiles,Smartphones,Gold,XL,32300.54,2024-07-18,,1
7940,CR-IN-APP-07940,Croma Washers NQSIP,Croma,Appliances,Washers,Silver,XL,44076.99,2024-05-06,,1
465,CR-IN-MOB-00465,Croma Smartphones SN0JY,Croma,Mobiles,Smartphones,White,XS,47528.46,2022-03-13,,1
2103,CR-IN-SMA-02103,Croma Smart Lights 6UKQM,Croma,Smart Home,Smart Lights,White,S,9968.51,2024-12-26,,1
8325,CR-IN-SMA-08325,Croma Smart Lights SHHRA,Croma,Smart Home,Smart Lights,Red,OneSize,9124.78,2023-07-19,,1
7218,CR-IN-WEA-07218,Croma Smartwatch ZRTP2,Croma,Wearables,Smartwatch,Red,XL,36363.11,2022-12-26,2025-02-14,0
2411,CR-IN-ACC-02411,Croma Cables 306A1,Croma,Accessories,Cables,Space Grey,M,8991.83,2023-08-08,,1
3488,CR-IN-SMA-03488,Croma Smart Lights SMXM0,Croma,Smart Home,Smart Lights,Purple,M,3092.61,2024-07-10,,1
8710,CR-IN-GAM-08710,Croma Consoles 0LUCG,Croma,Gaming,Consoles,Black,L,3511.41,2025-02-13,,1
7309,CR-IN-SMA-07309,Croma Smart Lights GFMRB,Croma,Smart Home,Smart Lights,Blue,XL,22529.33,2022-12-30,,1
519,CR-IN-CAM-00519,Croma DSLR 7FY1B,Croma,Cameras,DSLR,Black,L,214908.06,2023-10-22,2024-03-22,0
9571,CR-IN-CAM-09571,Croma DSLR 7IKFQ,Croma,Cameras,DSLR,Silver,M,22920.73,2023-11-07,,1
8821,CR-IN-GAM-08821,Croma Consoles WPLTB,Croma,Gaming,Consoles,Space Grey,XL,79364.52,2023-10-27,,1
8406,CR-IN-ACC-08406,Croma Cables LJ650,Croma,Accessories,Cables,Blue,M,6440.86,2022-01-18,2024-10-30,0
1903,CR-IN-APP-01903,Croma Washers 87LY8,Croma,Appliances,Washers,Green,XL,126695.77,2024-11-01,,1
