sales_id,sales_date,sales_time,store_id,product_id,customer_id,employee_id,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_type,transaction_id
8529,2025-09-01,11:40:41,14519,12381,3139,10529,2,103811.85,207623.7,31143.56,176480.14,WALLET,IN-TXN-20250901-MTNIRAV0
11181,2025-09-12,19:27:18,12352,18721,17234,7809,1,29494.61,29494.61,0.0,29494.61,UPI,IN-TXN-20250912-XXFX5ABA
1820,2025-09-10,11:49:20,9376,20865,11985,16194,1,29106.66,29106.66,4366.0,24740.66,CARD,IN-TXN-20250910-HRCPNBQU
2009,2025-09-03,18:57:05,2224,6593,19418,13184,1,154485.14,154485.14,0.0,154485.14,BNPL,IN-TXN-20250903-6F8S7CSR
5474,2025-09-04,10:40:48,15432,17503,3814,3606,1,33672.99,33672.99,1683.65,31989.34,CASH,IN-TXN-20250904-SPGY8SJR
4917,2025-09-05,13:10:27,6004,16842,6515,19063,1,136181.01,136181.01,0.0,136181.01,CASH,IN-TXN-20250905-JUZQS2L1
2070,2025-09-09,13:05:40,9837,1255,8720,17141,1,188821.85,188821.85,0.0,188821.85,BNPL,IN-TXN-20250909-DFANSJYP
573,2025-09-02,13:29:43,9834,7804,20481,20596,1,40245.55,40245.55,0.0,40245.55,UPI,IN-TXN-20250902-KW7F3S8F
4389,2025-09-03,17:07:45,18472,20124,20290,2311,2,4129.24,8258.48,0.0,8258.48,WALLET,IN-TXN-20250903-PKY65TC0
1556,2025-09-01,13:36:39,16546,8292,13205,3297,4,44949.1,179796.4,0.0,179796.4,CARD,IN-TXN-20250901-EBHBKO1X
7762,2025-09-11,13:10:10,6353,18125,4314,17325,1,52646.84,52646.84,0.0,52646.84,WALLET,IN-TXN-20250911-FCG9SB7U
10037,2025-09-08,15:20:18,12073,7374,17302,9843,1,63717.36,63717.36,0.0,63717.36,CASH,IN-TXN-20250908-XG869SHY
11972,2025-09-10,13:44:54,7461,11422,19177,18533,1,165197.27,165197.27,0.0,165197.27,CARD,IN-TXN-20250910-K1CW0Y43
8977,2025-09-07,13:33:16,17481,11861,4881,17076,1,111329.2,111329.2,0.0,111329.2,BNPL,IN-TXN-20250907-GWPISOB3
2776,2025-09-03,21:08:10,14542,3751,7750,462,1,2307.18,2307.18,0.0,2307.18,BNPL,IN-TXN-20250903-YC9SONA4
9519,2025-09-05,20:32:28,8248,6687,9140,7367,2,155048.74,310097.48,31009.75,279087.73,CASH,IN-TXN-20250905-MZEAI21G
1445,2025-09-11,15:49:39,14323,3596,6,11708,4,196496.07,785984.28,39299.21,746685.07,BNPL,IN-TXN-20250911-4Z6LJ6T3
9293,2025-09-13,15:19:15,18818,19668,20615,6548,2,150307.44,300614.88,30061.49,270553.39,WALLET,IN-TXN-20250913-NI05YGRA
10632,2025-09-12,20:50:04,15209,18216,2750,1688,1,43798.38,43798.38,0.0,43798.38,WALLET,IN-TXN-20250912-9X4LDHNI
10726,2025-09-07,19:00:33,4253,17542,15406,12001,1,90398.46,90398.46,4519.92,85878.54,UPI,IN-TXN-20250907-ERUDIDF0
7470,2025-09-04,13:18:07,8579,9321,1817,7060,1,136851.51,136851.51,0.0,136851.51,WALLET,IN-TXN-20250904-OZSFCTDB
10281,2025-09-04,19:57:03,1286,18931,456,6208,1,23819.76,23819.76,1190.99,22628.77,BNPL,IN-TXN-20250904-BKBLX8PO
760,2025-09-03,18:58:44,20954,7168,2871,3842,2,11268.87,22537.74,2253.77,20283.97,CARD,IN-TXN-20250903-59G9MF7K
3741,2025-09-11,11:15:20,8623,18443,17832,4339,1,5940.82,5940.82,594.08,5346.74,BNPL,IN-TXN-20250911-Z1U6H4MK
8484,2025-09-11,12:23:40,15068,3525,19018,6305,1,191217.74,191217.74,19121.77,172095.97,UPI,IN-TXN-20250911-GOHAWNWL
5460,2025-09-11,15:11:59,16779,12132,8577,20656,1,27724.29,27724.29,0.0,27724.29,CARD,IN-TXN-20250911-UR9B5AUS
11404,2025-09-03,19:42:10,650,1834,10097,18143,1,140613.89,140613.89,7030.69,133583.2,WALLET,IN-TXN-20250903-DFQNUR94
2981,2025-09-13,15:32:56,1025,8896,4749,17216,1,28035.25,28035.25,0.0,28035.25,WALLET,IN-TXN-20250913-IKQMX2JS
1422,2025-09-05,12:29:42,10912,5823,17327,10084,1,5586.73,5586.73,0.0,5586.73,UPI,IN-TXN-20250905-6R5XK392
8290,2025-09-09,12:05:36,1202,7441,1472,719,2,15609.74,31219.48,0.0,31219.48,UPI,IN-TXN-20250909-1V5GWO9U
3919,2025-09-01,10:40:11,18540,11529,9184,8767,1,7203.65,7203.65,720.36,6483.29,WALLET,IN-TXN-20250901-9A19OPGS
3579,2025-09-10,10:48:26,18450,7502,17673,19362,1,124877.76,124877.76,0.0,124877.76,BNPL,IN-TXN-20250910-KOJHX446
8005,2025-09-11,16:38:00,13753,126,11711,4516,4,169338.89,677355.56,0.0,677355.56,BNPL,IN-TXN-20250911-4582UU8Z
3859,2025-09-08,16:09:22,10475,13870,8492,10224,1,3825.24,3825.24,0.0,3825.24,CARD,IN-TXN-20250908-QJ1DTMUY
6357,2025-09-12,18:24:31,866,151,9290,7514,1,17222.2,17222.2,0.0,17222.2,UPI,IN-TXN-20250912-F2U5NHLC
6275,2025-09-02,18:14:16,18546,18112,6678,6925,1,167973.41,167973.41,16797.34,151176.07,WALLET,IN-TXN-20250902-PVGJQUNJ
7974,2025-09-03,11:43:46,6530,1627,12086,11718,1,6384.74,6384.74,0.0,6384.74,BNPL,IN-TXN-20250903-TEWX4Y2C
3713,2025-09-08,19:56:35,10639,2788,1685,7844,1,24805.55,24805.55,1240.28,23565.27,BNPL,IN-TXN-20250908-J6PKZ9ZL
7510,2025-09-03,15:04:25,20942,10919,11494,20718,1,29717.33,29717.33,2971.73,26745.6,BNPL,IN-TXN-20250903-34EK80AX
6395,2025-09-05,19:33:46,6774,13412,10761,11860,1,119648.31,119648.31,0.0,119648.31,BNPL,IN-TXN-20250905-V4N3DBRX
1924,2025-09-02,17:09:37,1772,2370,3169,15058,1,4413.78,4413.78,441.38,3972.4,CASH,IN-TXN-20250902-O2AVG721
6506,2025-09-08,10:27:29,3648,7545,12693,13069,1,103526.59,103526.59,5176.33,98350.26,UPI,IN-TXN-20250908-AQA5QZ3G
1698,2025-09-08,20:40:51,16252,20890,7783,10451,1,14669.16,14669.16,733.46,13935.7,BNPL,IN-TXN-20250908-5Z0CX01K
905,2025-09-02,20:36:23,15732,469,7018,18790,3,79357.0,238071.0,11903.55,226167.45,WALLET,IN-TXN-20250902-S88EGQCP
8310,2025-09-12,13:57:42,20687,16124,5278,756,1,4160.72,4160.72,416.07,3744.65,BNPL,IN-TXN-20250912-4WKV550E
10483,2025-09-05,21:18:52,12367,9853,17309,15343,1,58068.67,58068.67,5806.87,52261.8,UPI,IN-TXN-20250905-JBN8IPXD
9175,2025-09-06,11:16:43,4868,7143,6738,4958,1,15939.36,15939.36,0.0,15939.36,UPI,IN-TXN-20250906-E1FYKM8W
8949,2025-09-07,20:04:39,14683,17896,4342,9903,2,121034.05,242068.1,0.0,242068.1,WALLET,IN-TXN-20250907-CG3H51VR
8701,2025-09-05,10:52:45,20081,7883,1399,18914,1,56834.34,56834.34,0.0,56834.34,WALLET,IN-TXN-20250905-H688G1S1
7472,2025-09-05,16:39:11,15680,20230,17139,10106,3,78797.84,236393.52,11819.68,224573.84,CASH,IN-TXN-20250905-8FGR4R2L
6861,2025-09-09,21:13:33,19837,4293,16081,5139,2,1258.37,2516.74,251.67,2265.07,BNPL,IN-TXN-20250909-9ZYG2CQP
9,2025-09-04,11:17:55,7325,17181,13416,3321,2,178793.96,357587.92,0.0,357587.92,CARD,IN-TXN-20250904-KSHPU314
7075,2025-09-07,15:17:11,16257,20688,2493,6740,1,6794.29,6794.29,0.0,6794.29,CASH,IN-TXN-20250907-PWV0FQPU
5765,2025-09-10,16:57:42,17915,4736,6145,17695,1,115866.09,115866.09,0.0,115866.09,BNPL,IN-TXN-20250910-92IWEFPZ
6967,2025-09-01,20:56:26,5352,20429,20053,10188,1,828.13,828.13,41.41,786.72,CARD,IN-TXN-20250901-DF35JAQU
3600,2025-09-13,14:04:03,14228,2620,6903,5359,1,45164.11,45164.11,0.0,45164.11,WALLET,IN-TXN-20250913-JF0WJHSD
590,2025-09-05,15:18:43,19759,13613,19200,11289,1,59817.48,59817.48,0.0,59817.48,CASH,IN-TXN-20250905-ID6P20MA
11441,2025-09-02,17:00:09,3032,10670,7285,17156,2,11411.97,22823.94,0.0,22823.94,WALLET,IN-TXN-20250902-OI8M9QAJ
11615,2025-09-13,12:51:36,9640,16490,18214,13915,2,43616.4,87232.8,13084.92,74147.88,WALLET,IN-TXN-20250913-GZ9XKQUR
3440,2025-09-02,12:18:57,20240,11697,2911,10059,1,29229.08,29229.08,0.0,29229.08,CASH,IN-TXN-20250902-0FHVW4I5
4294,2025-09-05,10:06:16,6541,14042,14755,4121,1,22532.99,22532.99,0.0,22532.99,CARD,IN-TXN-20250905-AMSQFAGW
10241,2025-09-11,13:24:34,17313,7512,20548,10419,1,32788.2,32788.2,0.0,32788.2,CASH,IN-TXN-20250911-PQ6QK3WG
1040,2025-09-09,14:35:35,12266,14187,15921,4192,1,48245.5,48245.5,0.0,48245.5,CARD,IN-TXN-20250909-KRATELXP
959,2025-09-07,19:32:01,3361,13933,2788,15658,1,72979.83,72979.83,0.0,72979.83,CARD,IN-TXN-20250907-4ZJWHYEI
2021,2025-09-10,13:26:48,5532,13570,2710,14302,1,83362.53,83362.53,0.0,83362.53,CASH,IN-TXN-20250910-V1J3F70U
2730,2025-09-05,13:08:26,15654,16228,16826,12953,1,19801.96,19801.96,0.0,19801.96,CASH,IN-TXN-20250905-Y0VZ3K21
11879,2025-09-10,17:25:08,2966,3193,7850,19235,2,88358.43,176716.86,0.0,176716.86,CARD,IN-TXN-20250910-RTY78YBS
6233,2025-09-13,17:01:10,3124,6171,10630,3172,1,12135.67,12135.67,0.0,12135.67,CASH,IN-TXN-20250913-I9IWEWIL
7900,2025-09-13,17:09:09,935,3065,12994,9735,1,393.91,393.91,39.39,354.52,BNPL,IN-TXN-20250913-G6HEJNB4
2950,2025-09-01,20:08:31,11956,3243,7627,5351,1,47374.2,47374.2,2368.71,45005.49,BNPL,IN-TXN-20250901-L02ESCN7
7047,2025-09-13,19:09:15,16000,14719,6556,18326,1,19218.45,19218.45,960.92,18257.53,CARD,IN-TXN-20250913-Y3VD4WQU
10063,2025-09-04,19:13:33,14076,634,20724,17485,2,20882.46,41764.92,4176.49,37588.43,UPI,IN-TXN-20250904-TZIJ4SAZ
89,2025-09-12,18:33:18,11751,9875,15781,6217,1,211719.26,211719.26,0.0,211719.26,UPI,IN-TXN-20250912-6FBE7QCE
9784,2025-09-02,16:08:37,4258,20602,15046,1165,1,94695.83,94695.83,4734.79,89961.04,CASH,IN-TXN-20250902-B835LCNT
10207,2025-09-09,11:11:00,6141,5309,12345,4056,1,18592.91,18592.91,1859.29,16733.62,WALLET,IN-TXN-20250909-0P27KB81
8189,2025-09-02,17:56:53,7164,3566,4862,9733,1,25907.17,25907.17,0.0,25907.17,BNPL,IN-TXN-20250902-551KL5N0
9211,2025-09-05,15:12:41,13883,20725,11464,16574,2,22480.37,44960.74,2248.04,42712.7,WALLET,IN-TXN-20250905-T9FO1TJD
9286,2025-09-13,21:21:38,18814,19524,646,4518,1,10824.82,10824.82,1082.48,9742.34,CARD,IN-TXN-20250913-NG90TW1O
9722,2025-09-04,16:57:42,4423,8313,12307,17541,1,109909.79,109909.79,0.0,109909.79,BNPL,IN-TXN-20250904-UQIRIQG3
802,2025-09-12,19:26:20,5501,6453,14989,2861,1,34461.74,34461.74,0.0,34461.74,UPI,IN-TXN-20250912-UXN9C3CK
7290,2025-09-03,21:22:23,19747,16666,7537,4080,1,41786.67,41786.67,2089.33,39697.34,CARD,IN-TXN-20250903-CMHR3CNC
9174,2025-09-13,14:41:40,6377,2484,19074,11900,1,31918.85,31918.85,0.0,31918.85,BNPL,IN-TXN-20250913-N3ROVXEZ
8762,2025-09-04,14:11:23,17002,12079,12180,3197,1,191215.37,191215.37,9560.77,181654.6,WALLET,IN-TXN-20250904-XIVZ1ZAS
6856,2025-09-07,13:59:04,6948,20585,13363,1767,2,114180.87,228361.74,11418.09,216943.65,WALLET,IN-TXN-20250907-BMDHIBMC
8110,2025-09-07,16:34:17,2831,13,9920,9013,1,37144.7,37144.7,5571.7,31573.0,UPI,IN-TXN-20250907-QYT67KED
1997,2025-09-04,20:03:44,16870,9381,5613,13672,2,106386.98,212773.96,0.0,212773.96,BNPL,IN-TXN-20250904-MF1RE82K
7516,2025-09-13,12:00:45,7742,1321,4445,6634,1,85228.59,85228.59,4261.43,80967.16,CARD,IN-TXN-20250913-VNXTR412
1517,2025-09-04,15:01:13,12307,9912,20880,20569,1,57898.08,57898.08,0.0,57898.08,WALLET,IN-TXN-20250904-14AQQAJG
6609,2025-09-08,11:40:11,1930,9231,14291,862,1,53982.68,53982.68,2699.13,51283.55,WALLET,IN-TXN-20250908-JBOYORFY
10236,2025-09-01,18:40:19,5530,5615,19614,13827,2,7770.27,15540.54,0.0,15540.54,BNPL,IN-TXN-20250901-K44TMUWK
10615,2025-09-01,12:46:14,2576,10784,326,13164,1,226100.45,226100.45,0.0,226100.45,CASH,IN-TXN-20250901-XZXN0DJ1
9537,2025-09-04,19:56:24,18056,13307,2725,3379,1,11351.99,11351.99,0.0,11351.99,CARD,IN-TXN-20250904-DCB3LSLQ
1541,2025-09-07,16:27:05,2726,259,6834,14576,1,12824.59,12824.59,0.0,12824.59,UPI,IN-TXN-20250907-EN6OF7DT
5981,2025-09-08,14:22:20,1001,6782,20648,12010,1,97786.98,97786.98,4889.35,92897.63,UPI,IN-TXN-20250908-JG0JRORX
3528,2025-09-12,10:51:23,16646,16143,8888,13741,1,26238.46,26238.46,1311.92,24926.54,CASH,IN-TXN-20250912-DU064X68
3891,2025-09-02,15:24:04,4397,2999,15585,3155,1,3402.46,3402.46,0.0,3402.46,CASH,IN-TXN-20250902-MAG8WTZZ
9483,2025-09-01,13:23:02,14487,2343,5893,4151,1,2566.76,2566.76,0.0,2566.76,CARD,IN-TXN-20250901-Z5ACAJH7
4643,2025-09-13,19:24:06,20643,5501,20378,4719,1,36378.96,36378.96,0.0,36378.96,BNPL,IN-TXN-20250913-OQL1XD0O
2032,2025-09-11,18:11:45,487,12179,13342,11655,1,48948.79,48948.79,2447.44,46501.35,CARD,IN-TXN-20250911-CL3IH91V
3525,2025-09-08,10:07:16,10585,14256,4723,17464,1,32112.16,32112.16,0.0,32112.16,WALLET,IN-TXN-20250908-GAZNZF2K
9543,2025-09-04,11:00:14,17697,4073,14905,7888,2,27150.12,54300.24,2715.01,51585.23,WALLET,IN-TXN-20250904-HTD9SQ6A
8403,2025-09-12,21:06:11,6528,11280,340,17403,2,29204.2,58408.4,0.0,58408.4,WALLET,IN-TXN-20250912-I2NUI0LP
7325,2025-09-08,11:55:46,18994,5920,16189,10934,1,15101.25,15101.25,0.0,15101.25,BNPL,IN-TXN-20250908-YE7GKSZP
6808,2025-09-08,12:57:28,1414,17893,18289,4176,1,11618.65,11618.65,0.0,11618.65,CASH,IN-TXN-20250908-YYGCL7IX
2746,2025-09-12,21:20:46,6679,6435,6788,2005,1,24220.01,24220.01,0.0,24220.01,CARD,IN-TXN-20250912-2PJUNJ51
2843,2025-09-05,11:16:38,3269,9803,12525,14957,1,10745.87,10745.87,537.29,10208.58,CASH,IN-TXN-20250905-MBGFEILA
6409,2025-09-12,17:58:17,9528,2081,2468,14994,2,12171.29,24342.58,2434.26,21908.32,WALLET,IN-TXN-20250912-OIJFRU54
4531,2025-09-12,19:48:53,3604,16580,3252,12489,1,149834.58,149834.58,7491.73,142342.85,BNPL,IN-TXN-20250912-TIO6NWBW
11136,2025-09-05,16:51:01,10138,14932,13209,13930,2,117985.69,235971.38,11798.57,224172.81,UPI,IN-TXN-20250905-81ML14J8
4606,2025-09-01,16:06:56,16005,3523,15713,20047,1,184582.26,184582.26,0.0,184582.26,CASH,IN-TXN-20250901-EKY1STXI
8073,2025-09-04,16:51:51,17585,20575,12141,18023,2,17289.93,34579.86,0.0,34579.86,UPI,IN-TXN-20250904-793E2Q47
10123,2025-09-06,17:23:12,11852,11778,1980,11294,1,25381.33,25381.33,1269.07,24112.26,UPI,IN-TXN-20250906-3LKW1EPS
8269,2025-09-02,14:41:35,15629,5681,19045,16883,1,142262.89,142262.89,0.0,142262.89,CASH,IN-TXN-20250902-S61T5I2U
971,2025-09-05,21:21:11,10063,3946,7136,17725,1,2782.56,2782.56,0.0,2782.56,CARD,IN-TXN-20250905-R0V0C1U5
4465,2025-09-12,16:54:46,2342,20985,848,7362,1,16786.49,16786.49,0.0,16786.49,BNPL,IN-TXN-20250912-SLVX8511
4331,2025-09-08,16:27:44,17622,5368,5503,12391,2,21940.37,43880.74,2194.04,41686.7,UPI,IN-TXN-20250908-8IDVPUUW
11671,2025-09-03,14:52:24,4534,8680,16208,16938,1,148439.25,148439.25,14843.92,133595.33,BNPL,IN-TXN-20250903-KG2JD3WV
2140,2025-09-06,10:17:31,17018,5996,13909,10272,2,9771.64,19543.28,977.16,18566.12,CARD,IN-TXN-20250906-1WKM72QL
8828,2025-09-06,19:29:22,3421,16963,20389,8538,1,33722.72,33722.72,0.0,33722.72,UPI,IN-TXN-20250906-DZRXQ3GO
3886,2025-09-08,18:09:33,2496,17093,15688,4524,4,62824.39,251297.56,0.0,251297.56,BNPL,IN-TXN-20250908-56I7T207
1104,2025-09-03,13:57:12,4809,19306,15523,2979,1,132927.8,132927.8,6646.39,126281.41,CARD,IN-TXN-20250903-MI41G1S3
9380,2025-09-12,16:49:57,9096,8384,2110,173,1,26605.39,26605.39,0.0,26605.39,CARD,IN-TXN-20250912-2JJSU7LU
6125,2025-09-07,18:07:34,20973,3239,408,12116,1,44407.08,44407.08,4440.71,39966.37,WALLET,IN-TXN-20250907-NZWJJWAV
1497,2025-09-11,20:59:34,9734,2145,1888,20446,1,108968.64,108968.64,10896.86,98071.78,CASH,IN-TXN-20250911-G4C9PS42
7877,2025-09-11,18:57:46,18275,20139,8506,6332,1,38023.27,38023.27,3802.33,34220.94,CARD,IN-TXN-20250911-5OF4TJF2
2057,2025-09-07,18:03:34,14217,14230,16605,20871,1,13926.95,13926.95,0.0,13926.95,WALLET,IN-TXN-20250907-Z6WI3OBO
10943,2025-09-01,15:56:15,5208,15210,19241,3090,1,189295.75,189295.75,0.0,189295.75,WALLET,IN-TXN-20250901-R97YKNPL
3080,2025-09-09,17:38:38,18281,18754,2045,3480,1,17395.94,17395.94,869.8,16526.14,UPI,IN-TXN-20250909-5QCBANC9
5617,2025-09-02,14:39:49,10231,15877,2205,15172,2,43563.8,87127.6,0.0,87127.6,CASH,IN-TXN-20250902-Z6RY8AB4
3027,2025-09-06,16:53:19,18404,6353,4309,18479,1,29739.4,29739.4,0.0,29739.4,BNPL,IN-TXN-20250906-SZ7978PU
10184,2025-09-13,11:01:16,12854,15994,10709,10734,2,49778.94,99557.88,0.0,99557.88,CARD,IN-TXN-20250913-VYEI6ME5
9511,2025-09-13,10:44:09,8256,17409,13811,6613,2,50426.48,100852.96,5042.65,95810.31,WALLET,IN-TXN-20250913-DEKRM82F
1990,2025-09-03,13:42:19,2400,14264,6444,12572,2,23149.94,46299.88,2314.99,43984.89,UPI,IN-TXN-20250903-HTVCBLDF
5201,2025-09-10,11:56:56,12072,2352,4604,14982,1,86432.27,86432.27,12964.84,73467.43,BNPL,IN-TXN-20250910-NMKKU36Y
9624,2025-09-04,18:10:45,1723,3626,6644,2056,1,15366.35,15366.35,768.32,14598.03,BNPL,IN-TXN-20250904-OVAKEPJR
5872,2025-09-11,14:56:09,18564,6360,4090,16845,1,31750.68,31750.68,1587.53,30163.15,WALLET,IN-TXN-20250911-4CG5IBBO
5863,2025-09-02,16:32:02,12413,519,13227,8784,1,56834.82,56834.82,2841.74,53993.08,CASH,IN-TXN-20250902-VK17HFP7
6754,2025-09-05,12:43:22,11072,6511,8269,11149,1,74169.87,74169.87,3708.49,70461.38,WALLET,IN-TXN-20250905-EQU16Q38
125,2025-09-13,17:02:39,174,6824,12068,10933,1,33871.94,33871.94,0.0,33871.94,UPI,IN-TXN-20250913-EQF4LT8C
3903,2025-09-10,17:46:57,4548,4008,19876,17390,1,35240.79,35240.79,0.0,35240.79,CARD,IN-TXN-20250910-F4HXBJC9
946,2025-09-05,18:08:08,4462,12706,19527,7853,1,182074.55,182074.55,27311.18,154763.37,CASH,IN-TXN-20250905-XN4SMCXM
11228,2025-09-08,19:48:47,19654,1641,11765,8389,1,23557.85,23557.85,0.0,23557.85,CARD,IN-TXN-20250908-YETGUSRO
5363,2025-09-05,20:48:22,13415,12119,10271,6202,1,27325.29,27325.29,0.0,27325.29,CASH,IN-TXN-20250905-FQMDXZTC
700,2025-09-04,17:16:12,8147,11723,9362,17566,2,3165.49,6330.98,316.55,6014.43,UPI,IN-TXN-20250904-AN6089A2
8957,2025-09-01,20:13:32,3804,7470,4417,19459,1,33764.65,33764.65,0.0,33764.65,WALLET,IN-TXN-20250901-CKG919MO
9181,2025-09-04,18:39:42,8199,1235,4952,9415,2,183053.29,366106.58,18305.33,347801.25,BNPL,IN-TXN-20250904-ZO9H3Q1M
4899,2025-09-04,15:08:56,8971,5164,16469,3650,3,111706.84,335120.52,0.0,335120.52,BNPL,IN-TXN-20250904-FNN1XCUP
849,2025-09-09,13:24:04,497,10767,16951,16726,1,11716.77,11716.77,585.84,11130.93,UPI,IN-TXN-20250909-H15U1MDV
9321,2025-09-08,17:02:34,14582,103,1842,5408,2,45036.48,90072.96,4503.65,85569.31,UPI,IN-TXN-20250908-0JQ6XLAS
9998,2025-09-11,20:25:16,17671,3922,11134,5353,1,44219.98,44219.98,2211.0,42008.98,CASH,IN-TXN-20250911-RRFIC45I
9205,2025-09-01,18:24:16,17651,10743,5613,13212,1,6591.8,6591.8,329.59,6262.21,UPI,IN-TXN-20250901-2XE786W7
347,2025-09-04,21:00:19,15459,10455,9370,6470,1,50684.75,50684.75,2534.24,48150.51,CARD,IN-TXN-20250904-2GIYFRDG
9165,2025-09-12,11:00:25,1779,9945,20204,4189,1,13468.49,13468.49,0.0,13468.49,BNPL,IN-TXN-20250912-RWQ9BBDR
11116,2025-09-08,11:51:18,11779,1591,13282,6330,4,14148.59,56594.36,0.0,56594.36,UPI,IN-TXN-20250908-HB02N5QV
7114,2025-09-05,12:40:02,13030,7056,9776,3511,2,22932.52,45865.04,0.0,45865.04,CARD,IN-TXN-20250905-JL1X12AU
7946,2025-09-06,10:21:31,15558,665,5243,15984,1,23165.27,23165.27,3474.79,19690.48,UPI,IN-TXN-20250906-NIC3YXX7
8420,2025-09-08,13:51:58,8243,20858,11871,12386,1,1643.21,1643.21,82.16,1561.05,UPI,IN-TXN-20250908-FNRGPN73
6890,2025-09-13,10:52:00,9681,20408,12413,15310,1,43202.66,43202.66,0.0,43202.66,CARD,IN-TXN-20250913-8H4SIEPR
8209,2025-09-09,16:05:53,19772,16681,18661,18036,1,8225.5,8225.5,0.0,8225.5,UPI,IN-TXN-20250909-OQ5S7PLE
11885,2025-09-05,12:24:16,4150,5929,10915,11553,1,57864.42,57864.42,0.0,57864.42,CASH,IN-TXN-20250905-IV3QHOB4
870,2025-09-05,10:33:18,9497,6161,8093,2106,2,136849.29,273698.58,0.0,273698.58,BNPL,IN-TXN-20250905-CG3LK5P8
5636,2025-09-10,17:59:51,8004,2133,7191,17051,3,121565.11,364695.33,54704.3,309991.03,UPI,IN-TXN-20250910-SVEOQWK8
8207,2025-09-12,14:21:49,8216,385,17013,18761,1,153199.83,153199.83,0.0,153199.83,BNPL,IN-TXN-20250912-AYA61G09
