inventory_id,snapshot_date,store_id,product_id,on_hand_qty,on_order_qty,reorder_point,unit_cost
161,2025-09-13,9270,14201,8,8,15,199.0
162,2025-09-13,15375,20958,79,23,15,199.0
163,2025-09-13,18151,10622,55,16,15,199.0
164,2025-09-13,4310,12681,50,12,15,199.0
165,2025-09-13,11336,9742,85,10,15,199.0
166,2025-09-13,10418,10357,48,13,15,199.0
167,2025-09-13,19687,13782,50,9,15,199.0
168,2025-09-13,15911,5478,54,5,15,199.0
169,2025-09-13,6374,14946,71,9,15,199.0
170,2025-09-13,13311,1840,70,0,15,199.0
171,2025-09-13,8766,3480,71,0,15,199.0
172,2025-09-13,16506,13270,28,11,15,199.0
173,2025-09-13,8828,7948,51,7,15,199.0
174,2025-09-13,17664,20208,42,8,15,199.0
175,2025-09-13,3021,18895,57,2,15,199.0
176,2025-09-13,7200,19468,58,20,15,199.0
177,2025-09-13,4278,11078,51,3,15,199.0
178,2025-09-13,4922,3816,72,11,15,199.0
179,2025-09-13,11569,2354,26,5,15,199.0
180,2025-09-13,6894,2398,64,11,15,199.0
181,2025-09-13,20302,2733,55,7,15,199.0
182,2025-09-13,10235,6544,19,7,15,199.0
183,2025-09-13,1372,7255,22,12,15,199.0
184,2025-09-13,20292,10023,44,7,15,199.0
185,2025-09-13,19044,19205,42,7,15,199.0
186,2025-09-13,8303,8865,72,7,15,199.0
187,2025-09-13,11103,805,39,0,15,199.0
188,2025-09-13,3689,11640,86,1,15,199.0
189,2025-09-13,13361,13981,58,14,15,199.0
190,2025-09-13,8687,7520,62,5,15,199.0
191,2025-09-13,11094,10264,56,15,15,199.0
192,2025-09-13,6125,6665,36,9,15,213.37
193,2025-09-13,5466,19471,64,16,15,199.0
194,2025-09-13,9441,950,23,11,15,199.0
195,2025-09-13,1333,9774,67,16,15,199.0
196,2025-09-13,20714,12898,26,8,15,426.01
197,2025-09-13,15150,8344,88,5,15,199.0
198,2025-09-13,13313,12703,61,10,15,199.0
199,2025-09-13,7689,384,50,12,15,199.0
200,2025-09-13,561,16645,41,18,15,227.71
201,2025-09-13,13023,20779,55,20,15,254.78
202,2025-09-13,505,910,74,14,15,199.0
203,2025-09-13,2759,16551,31,1,15,199.0
204,2025-09-13,10024,5850,87,13,15,199.0
205,2025-09-13,2396,10452,42,9,15,199.0
206,2025-09-13,9193,1011,75,16,15,199.0
207,2025-09-13,13227,14681,57,26,15,199.0
208,2025-09-13,3956,2885,46,17,15,199.0
209,2025-09-13,15035,2495,46,6,15,199.0
210,2025-09-13,5005,14975,18,11,15,199.0
211,2025-09-13,16184,3685,49,4,15,199.0
212,2025-09-13,2818,1732,44,8,15,199.0
213,2025-09-13,19477,4679,91,7,15,199.0
214,2025-09-13,5543,6283,74,4,15,199.0
215,2025-09-13,9,20628,32,1,15,199.0
216,2025-09-13,15264,1542,50,17,15,199.0
217,2025-09-13,20225,1872,61,9,15,199.0
218,2025-09-13,644,8185,80,4,15,199.0
219,2025-09-13,14613,12226,26,6,15,209.53
220,2025-09-13,5419,18627,28,20,15,199.0
221,2025-09-13,6984,11772,46,9,15,199.0
222,2025-09-13,19521,16028,93,12,15,199.0
223,2025-09-13,10773,17484,89,13,15,199.0
224,2025-09-13,376,12815,52,14,15,199.0
225,2025-09-13,1056,10169,66,14,15,199.0
226,2025-09-13,8169,4783,74,7,15,199.0
227,2025-09-13,10877,8297,84,12,15,199.0
228,2025-09-13,2848,20821,63,10,15,199.0
229,2025-09-13,19850,15259,20,6,15,199.0
230,2025-09-13,4909,16470,68,7,15,199.0
231,2025-09-13,12148,12584,61,9,15,199.0
232,2025-09-13,2474,9459,76,12,15,199.0
233,2025-09-13,16392,8649,67,14,15,199.0
234,2025-09-13,9420,5444,31,4,15,199.0
235,2025-09-13,524,20584,62,14,15,224.14
236,2025-09-13,16742,9498,73,5,15,199.0
237,2025-09-13,8644,19355,21,3,15,199.0
238,2025-09-13,2642,9264,51,15,15,199.0
239,2025-09-13,19274,15095,59,11,15,199.0
240,2025-09-13,16653,12641,43,4,15,199.0
241,2025-09-13,16401,6581,96,10,15,199.0
242,2025-09-13,17326,6216,64,11,15,199.0
243,2025-09-13,5599,17389,89,6,15,199.0
244,2025-09-13,4907,12047,33,4,15,199.0
245,2025-09-13,13708,19869,70,5,15,199.0
246,2025-09-13,16548,14172,47,9,15,199.0
247,2025-09-13,20084,13954,32,9,15,199.0
248,2025-09-13,20,9299,26,0,15,199.0
249,2025-09-13,8421,923,62,8,15,199.0
250,2025-09-13,19760,2753,52,9,15,199.0
251,2025-09-13,746,10402,105,16,15,219.51
252,2025-09-13,18895,9328,112,11,15,269.61
253,2025-09-13,8601,20213,74,14,15,199.0
254,2025-09-13,5108,12394,40,4,15,199.0
255,2025-09-13,20905,18595,31,1,15,199.0
256,2025-09-13,1224,14310,88,14,15,199.0
257,2025-09-13,14978,16525,56,6,15,199.0
258,2025-09-13,8947,19115,53,10,15,199.0
259,2025-09-13,11534,5062,51,7,15,199.0
260,2025-09-13,890,8967,49,23,15,199.0
261,2025-09-13,1537,331,76,14,15,199.0
262,2025-09-13,7239,1028,43,8,15,199.0
263,2025-09-13,19203,9747,84,6,15,199.0
264,2025-09-13,10778,15315,100,12,15,199.0
265,2025-09-13,4451,2517,86,11,15,199.0
266,2025-09-13,16916,13400,110,1,15,214.3
267,2025-09-13,18513,12592,28,10,15,199.0
268,2025-09-13,7247,7517,47,6,15,199.0
269,2025-09-13,20994,12287,61,10,15,199.0
270,2025-09-13,10991,8834,60,7,15,199.0
271,2025-09-13,4892,10067,86,8,15,199.0
272,2025-09-13,3599,3679,47,12,15,199.0
273,2025-09-13,12140,13379,54,6,15,199.0
274,2025-09-13,10795,18894,51,10,15,325.71
275,2025-09-13,10820,12544,27,11,15,199.0
276,2025-09-13,765,7383,64,10,15,199.0
277,2025-09-13,17985,14540,48,14,15,199.0
278,2025-09-13,13614,14358,34,8,15,199.0
279,2025-09-13,1713,10791,22,9,15,199.0
280,2025-09-13,11633,19236,47,17,15,199.0
281,2025-09-13,5866,14951,76,2,15,199.0
282,2025-09-13,19414,10425,100,9,15,199.0
283,2025-09-13,19147,18833,58,21,15,199.0
284,2025-09-13,18303,371,73,13,15,199.0
285,2025-09-13,14804,16034,65,12,15,199.0
286,2025-09-13,10722,6312,74,6,15,199.0
287,2025-09-13,10091,2478,41,12,15,199.0
288,2025-09-13,13447,3907,27,8,15,199.0
289,2025-09-13,19514,2509,61,6,15,199.0
290,2025-09-13,18039,2215,25,8,15,199.0
291,2025-09-13,19001,977,37,9,15,199.0
292,2025-09-13,3894,16175,42,14,15,199.0
293,2025-09-13,15912,16537,77,15,15,199.0
294,2025-09-13,16835,12420,51,9,15,199.0
295,2025-09-13,13986,17683,75,5,15,199.0
296,2025-09-13,1776,20475,45,8,15,199.0
297,2025-09-13,11587,13152,42,10,15,199.0
298,2025-09-13,3357,18408,44,12,15,199.0
299,2025-09-13,7291,1930,52,15,15,199.0
300,2025-09-13,8439,14291,69,5,15,199.0
301,2025-09-13,165,3409,43,12,15,221.03
302,2025-09-13,13002,17785,48,9,15,199.0
303,2025-09-13,11724,10549,55,0,15,199.0
304,2025-09-13,15561,14038,66,7,15,199.0
305,2025-09-13,13448,10638,44,15,15,199.0
306,2025-09-13,13728,10705,25,6,15,199.0
307,2025-09-13,7634,9795,61,16,15,199.0
308,2025-09-13,18747,18952,43,9,15,199.0
309,2025-09-13,9532,18906,64,3,15,199.0
310,2025-09-13,20075,18234,21,11,15,199.0
311,2025-09-13,15035,20712,87,8,15,199.0
312,2025-09-13,53,8605,54,11,15,199.0
313,2025-09-13,14953,20591,64,6,15,199.0
314,2025-09-13,7930,793,90,4,15,199.0
315,2025-09-13,8450,13486,20,10,15,199.0
316,2025-09-13,2563,5843,59,15,15,215.29
317,2025-09-13,15818,16289,69,10,15,199.0
318,2025-09-13,11478,14026,50,6,15,219.56
319,2025-09-13,14731,5944,70,6,15,199.0
320,2025-09-13,16893,15679,94,5,15,199.0
321,2025-09-13,13481,5798,68,13,15,199.0
322,2025-09-13,5616,14493,42,15,15,199.0
323,2025-09-13,3861,1151,34,16,15,199.0
324,2025-09-13,7738,1642,43,9,15,199.0
325,2025-09-13,15061,12774,52,9,15,199.0
326,2025-09-13,10491,18189,47,21,15,199.0
327,2025-09-13,17157,12701,73,9,15,199.0
328,2025-09-13,3388,7681,33,3,15,199.0
329,2025-09-13,1079,15260,46,16,15,199.0
330,2025-09-13,11076,16390,51,9,15,199.0
331,2025-09-13,4719,17990,43,11,15,199.0
332,2025-09-13,6833,16409,59,3,15,229.06
333,2025-09-13,13095,20093,47,10,15,199.0
334,2025-09-13,2591,2341,56,13,15,199.0
335,2025-09-13,15443,4004,88,6,15,199.0
336,2025-09-13,2002,10953,25,7,15,199.0
337,2025-09-13,3499,4036,64,14,15,199.0
338,2025-09-13,19056,8585,44,16,15,199.0
339,2025-09-13,4751,6016,68,17,15,240.55
340,2025-09-13,20127,6338,31,11,15,199.0
341,2025-09-13,15108,14113,63,17,15,199.0
342,2025-09-13,1747,16663,50,16,15,199.0
343,2025-09-13,5464,11385,56,9,15,199.0
344,2025-09-13,13950,2389,70,5,15,232.55
345,2025-09-13,8217,7913,42,17,15,199.0
346,2025-09-13,5874,3288,83,9,15,199.0
347,2025-09-13,12603,8471,69,10,15,199.0
348,2025-09-13,14080,11717,91,8,15,199.0
349,2025-09-13,11679,11718,71,5,15,199.0
350,2025-09-13,5081,17598,73,7,15,199.0
351,2025-09-13,1118,6047,67,4,15,199.0
352,2025-09-13,16144,5065,34,15,15,199.0
353,2025-09-13,9512,12941,48,2,15,199.0
354,2025-09-13,15984,9267,79,3,15,199.0
355,2025-09-13,15458,3513,60,8,15,199.0
356,2025-09-13,17570,19347,63,6,15,199.0
357,2025-09-13,8317,7519,21,5,15,199.0
358,2025-09-13,15229,9919,46,10,15,199.0
359,2025-09-13,6786,1703,65,10,15,199.0
360,2025-09-13,1305,5408,56,8,15,199.0
361,2025-09-13,7435,13611,64,7,15,199.0
362,2025-09-13,2862,9046,50,13,15,199.0
363,2025-09-13,17149,4941,38,12,15,199.0
364,2025-09-13,18308,4402,54,0,15,199.0
365,2025-09-13,11440,9315,56,4,15,199.0
366,2025-09-13,17593,19739,56,12,15,199.0
367,2025-09-13,2240,1383,63,12,15,199.0
368,2025-09-13,6511,18302,53,12,15,199.0
369,2025-09-13,5254,10049,25,9,15,199.0
370,2025-09-13,15029,13355,77,22,15,207.52
371,2025-09-13,19831,63,64,4,15,199.0
372,2025-09-13,13378,1428,43,8,15,199.0
373,2025-09-13,1882,7261,23,14,15,199.0
374,2025-09-13,20702,1898,74,15,15,199.0
375,2025-09-13,3643,4148,47,9,15,199.0
376,2025-09-13,5623,9534,47,13,15,199.0
377,2025-09-13,4995,14726,64,11,15,199.0
378,2025-09-13,4928,8900,5,14,15,199.0
379,2025-09-13,18195,20790,48,9,15,199.0
380,2025-09-13,16284,11944,53,16,15,199.0
381,2025-09-13,10972,2087,98,16,15,199.0
382,2025-09-13,12969,19952,53,7,15,199.0
383,2025-09-13,1976,14288,14,7,15,199.0
384,2025-09-13,11712,4131,21,10,15,199.0
385,2025-09-13,17967,18886,58,7,15,199.0
386,2025-09-13,17443,19274,50,8,15,199.0
387,2025-09-13,2415,2133,65,10,15,199.0
388,2025-09-13,13337,5870,39,8,15,199.0
389,2025-09-13,20400,11115,50,1,15,251.88
390,2025-09-13,13309,19027,92,5,15,199.0
391,2025-09-13,2741,19061,32,14,15,302.27
392,2025-09-13,518,20264,35,6,15,199.0
393,2025-09-13,15790,4414,31,12,15,199.0
394,2025-09-13,16248,17031,69,2,15,199.0
395,2025-09-13,15969,3350,25,6,15,199.0
396,2025-09-13,6008,10969,58,20,15,212.11
397,2025-09-13,9134,965,60,4,15,199.0
398,2025-09-13,9050,17532,33,18,15,199.0
399,2025-09-13,13948,19005,28,6,15,199.0
400,2025-09-13,8145,7125,42,8,15,220.75
401,2025-09-13,3854,16923,61,15,15,199.0
402,2025-09-13,16624,478,56,6,15,199.0
403,2025-09-13,19520,6019,50,17,15,199.0
404,2025-09-13,3910,7087,64,5,15,199.0
405,2025-09-13,11744,7184,42,8,15,199.0
406,2025-09-13,11743,18781,47,7,15,199.0
407,2025-09-13,4139,3947,57,2,15,199.0
408,2025-09-13,19389,7777,52,12,15,199.0
409,2025-09-13,19117,4504,75,11,15,199.0
410,2025-09-13,879,94,46,3,15,199.0
411,2025-09-13,14836,17156,22,3,15,199.0
412,2025-09-13,5553,8133,34,10,15,199.0
413,2025-09-13,1419,8631,79,2,15,199.0
414,2025-09-13,3556,9339,68,4,15,199.0
415,2025-09-13,6340,13809,67,9,15,199.0
416,2025-09-13,19007,19622,73,5,15,199.0
417,2025-09-13,16127,3853,56,22,15,199.0
418,2025-09-13,3578,11396,69,15,15,199.0
419,2025-09-13,7464,3099,46,12,15,199.0
420,2025-09-13,15457,18331,57,4,15,199.0
421,2025-09-13,16193,11501,80,11,15,199.0
422,2025-09-13,8424,16290,68,14,15,199.0
423,2025-09-13,14329,26,77,7,15,282.27
424,2025-09-13,1258,12866,63,16,15,199.0
425,2025-09-13,16787,3456,55,0,15,199.0
426,2025-09-13,13272,10742,33,5,15,199.0
427,2025-09-13,12734,6289,71,8,15,199.0
428,2025-09-13,7344,6306,62,17,15,199.0
429,2025-09-13,17463,13143,45,0,15,199.0
430,2025-09-13,13593,9474,45,11,15,199.0
431,2025-09-13,19492,15311,34,7,15,199.0
432,2025-09-13,7479,2885,100,7,15,199.0
433,2025-09-13,1715,9721,44,6,15,199.0
434,2025-09-13,1015,13771,11,8,15,199.0
435,2025-09-13,6822,12694,47,9,15,199.0
436,2025-09-13,20050,5076,35,10,15,199.0
437,2025-09-13,4487,3898,73,9,15,199.0
438,2025-09-13,3089,18560,71,8,15,199.0
439,2025-09-13,1482,4162,34,11,15,199.0
440,2025-09-13,2162,16884,46,10,15,199.0
441,2025-09-13,13253,7394,78,7,15,199.0
442,2025-09-13,9097,10328,73,5,15,199.0
443,2025-09-13,19509,15444,80,5,15,199.0
444,2025-09-13,4391,15633,62,11,15,199.0
445,2025-09-13,13302,20455,35,9,15,199.0
446,2025-09-13,933,8091,79,5,15,199.0
447,2025-09-13,18565,6151,52,10,15,199.0
448,2025-09-13,14058,8120,30,7,15,199.0
449,2025-09-13,9903,14156,71,11,15,199.0
450,2025-09-13,20683,20615,82,16,15,199.0
451,2025-09-13,1974,924,66,11,15,199.0
452,2025-09-13,13277,14389,30,5,15,199.0
453,2025-09-13,20818,12430,43,0,15,199.0
454,2025-09-13,5141,10952,49,12,15,199.0
455,2025-09-13,19517,5965,31,13,15,199.0
456,2025-09-13,4988,3951,58,14,15,199.0
457,2025-09-13,19926,2574,97,13,15,199.0
458,2025-09-13,10347,7037,67,9,15,199.0
459,2025-09-13,18332,6119,50,16,15,199.0
460,2025-09-13,16150,462,60,21,15,644.63
461,2025-09-13,1108,14133,86,14,15,199.0
462,2025-09-13,12340,12733,77,11,15,199.0
463,2025-09-13,8839,9209,47,12,15,199.0
464,2025-09-13,15531,8679,40,10,15,199.0
465,2025-09-13,5172,14597,36,13,15,199.0
466,2025-09-13,19077,13771,66,9,15,199.0
467,2025-09-13,4199,9890,50,6,15,199.0
468,2025-09-13,20839,12409,71,12,15,199.0
469,2025-09-13,9722,9476,24,16,15,199.0
470,2025-09-13,6846,823,17,8,15,214.12
471,2025-09-13,17500,9507,29,3,15,199.0
472,2025-09-13,14822,13095,46,11,15,199.0
473,2025-09-13,9350,5432,67,5,15,199.0
474,2025-09-13,11276,10648,16,3,15,227.64
475,2025-09-13,13023,10708,43,10,15,199.0
476,2025-09-13,2670,10254,74,0,15,199.0
477,2025-09-13,1296,476,38,10,15,199.0
478,2025-09-13,19588,7678,9,9,15,199.0
479,2025-09-13,9877,2727,53,0,15,199.0
480,2025-09-13,19354,10165,72,11,15,199.0
481,2025-09-13,12698,20499,33,10,15,199.0
482,2025-09-13,6510,20033,47,9,15,199.0
483,2025-09-13,2579,10119,93,10,15,199.0
484,2025-09-13,1089,4786,28,2,15,199.0
485,2025-09-13,20500,8374,67,14,15,199.0
486,2025-09-13,2858,4545,67,11,15,199.0
487,2025-09-13,629,15899,53,8,15,199.0
488,2025-09-13,3250,10625,74,14,15,199.0
489,2025-09-13,17056,6321,58,9,15,199.0
490,2025-09-13,7019,17479,47,11,15,238.35
491,2025-09-13,7322,5673,50,15,15,199.0
492,2025-09-13,18,16700,47,13,15,199.0
493,2025-09-13,19533,14372,30,14,15,199.0
494,2025-09-13,6815,15389,44,0,15,199.0
495,2025-09-13,13612,4378,24,12,15,199.0
496,2025-09-13,7980,1899,25,15,15,199.0
497,2025-09-13,17034,18930,46,9,15,248.07
498,2025-09-13,14192,871,50,11,15,199.0
499,2025-09-13,11567,20786,83,18,15,199.0
500,2025-09-13,2456,9394,72,15,15,199.0
501,2025-09-13,19621,13464,35,11,15,199.0
502,2025-09-13,13997,12457,69,6,15,199.0
503,2025-09-13,17994,5864,29,2,15,199.0
504,2025-09-13,10986,8242,28,12,15,199.0
505,2025-09-13,5606,12883,53,8,15,199.0
506,2025-09-13,4638,6825,59,12,15,199.0
507,2025-09-13,2439,16483,72,14,15,199.0
508,2025-09-13,5125,6953,35,7,15,210.04
509,2025-09-13,16597,20473,34,5,15,199.0
510,2025-09-13,20476,20822,55,5,15,276.3
511,2025-09-13,6731,13624,71,18,15,199.0
512,2025-09-13,2671,13143,60,17,15,286.2
513,2025-09-13,8380,4116,39,11,15,199.0
514,2025-09-13,15396,1783,73,20,15,234.11
515,2025-09-13,12241,2833,40,3,15,210.12
516,2025-09-13,8646,2424,64,16,15,270.53
517,2025-09-13,19648,14349,67,15,15,199.0
518,2025-09-13,9730,17389,51,9,15,199.0
519,2025-09-13,2020,6302,31,8,15,199.0
520,2025-09-13,20369,3273,63,5,15,199.0
521,2025-09-13,4318,4330,12,24,15,199.0
522,2025-09-13,795,16164,36,11,15,199.0
523,2025-09-13,3650,498,63,16,15,199.0
524,2025-09-13,7608,1972,63,8,15,199.0
525,2025-09-13,19699,4324,98,19,15,199.0
526,2025-09-13,12449,12889,49,5,15,199.0
527,2025-09-13,19290,1250,90,16,15,199.0
528,2025-09-13,3774,11559,51,9,15,199.0
529,2025-09-13,17541,17672,70,15,15,199.0
530,2025-09-13,14230,20243,97,4,15,199.0
531,2025-09-13,11818,551,62,9,15,199.0
532,2025-09-13,3572,10445,88,19,15,199.0
533,2025-09-13,10517,14678,90,9,15,199.0
534,2025-09-13,11018,18890,32,4,15,199.0
535,2025-09-13,10094,936,18,12,15,199.0
536,2025-09-13,3504,5398,63,9,15,199.0
537,2025-09-13,11392,4680,69,4,15,199.0
538,2025-09-13,18119,950,50,7,15,199.0
539,2025-09-13,15660,5201,55,8,15,199.0
540,2025-09-13,16687,19535,42,1,15,199.0
541,2025-09-13,8394,19955,67,7,15,308.57
542,2025-09-13,11694,11859,37,15,15,199.0
543,2025-09-13,15846,3755,23,5,15,199.0
544,2025-09-13,16515,12765,59,10,15,199.0
545,2025-09-13,5072,987,52,18,15,199.0
546,2025-09-13,10961,846,60,7,15,199.0
547,2025-09-13,7486,6167,88,11,15,199.0
548,2025-09-13,12864,18810,75,8,15,199.0
549,2025-09-13,20608,7141,80,12,15,199.0
550,2025-09-13,14204,4421,17,9,15,199.0
551,2025-09-13,10548,2557,51,17,15,199.0
552,2025-09-13,3770,718,55,11,15,199.0
553,2025-09-13,9726,10686,60,23,15,199.0
554,2025-09-13,8785,12072,52,10,15,199.0
555,2025-09-13,8752,15453,45,5,15,199.0
556,2025-09-13,4608,19750,0,8,15,199.0
557,2025-09-13,12275,17894,91,12,15,231.88
558,2025-09-13,9022,5620,33,18,15,199.0
